name,colors,Colorless,R,U,G,B,W
Pawpatch Recruit,['G'],0,0,0,1,0,0
Pearl of Wisdom,['U'],0,0,1,0,0,0
Peculiar Lighthouse,['Colorless'],1,0,0,0,0,0
Pedal to the Metal,['R'],0,1,0,0,0,0
Peerless Recycling,['G'],0,0,0,1,0,0
Peerless Ropemaster,['U'],0,0,1,0,0,0
Peer Past the Veil,"[G, R]",0,1,0,1,0,0
Pelakka Wurm,['G'],0,0,0,1,0,0
Perennation,"[B, G, W]",0,0,0,1,1,1
Perforating Artist,"[B, R]",0,1,0,0,1,0
Perigee Beckoner,['B'],0,0,0,0,1,0
Perilous Snare,['W'],0,0,0,0,0,1
Perimeter Enforcer,['W'],0,0,0,0,0,1
Persistent Marshstalker,['B'],0,0,0,0,1,0
Person of Interest,['R'],0,1,0,0,0,0
Persuasive Interrogators,['B'],0,0,0,0,1,0
Pest Control,"[B, W]",0,0,0,0,1,1
Pests of Honor,['W'],0,0,0,0,0,1
Peter Parker  Amazing Spider-Man,['Colorless'],1,0,0,0,0,0
Peter Parkers Camera,['Colorless'],1,0,0,0,0,0
Petrify,['W'],0,0,0,0,0,1
Phantom Interference,['U'],0,0,1,0,0,0
Phantom Train,['B'],0,0,0,0,1,0
Phoenix Down,['W'],0,0,0,0,0,1
Phyrexian Arena,['B'],0,0,0,0,1,0
Picklock Prankster  Free the Fae,['U'],0,0,1,0,0,0
Pick Your Poison,['G'],0,0,0,1,0,0
Picnic Ruiner  Stolen Goodies,['R'],0,1,0,0,0,0
Pictures of Spider-Man,['G'],0,0,0,1,0,0
Piercing Exhale,['G'],0,0,0,1,0,0
Piggy Bank,['R'],0,1,0,0,0,0
Pileated Provisioner,['W'],0,0,0,0,0,1
Pilfer,['B'],0,0,0,0,1,0
Pillage the Bog,"[B, G]",0,0,0,1,1,0
Pinnacle Emissary,"[R, U]",0,1,1,0,0,0
Pinnacle Kill-Ship,['Colorless'],1,0,0,0,0,0
Pinnacle Starcage,['W'],0,0,0,0,0,1
Piranha Fly,['U'],0,0,1,0,0,0
Pirate Hat,['U'],0,0,1,0,0,0
Pirates Cutlass,['Colorless'],1,0,0,0,0,0
Pit Automaton,['Colorless'],1,0,0,0,0,0
Pitiless Carnage,['B'],0,0,0,0,1,0
Pit of Offerings,['Colorless'],1,0,0,0,0,0
Plains,['Colorless'],1,0,0,0,0,0
Plan the Heist,['U'],0,0,1,0,0,0
Plasma Bolt,['R'],0,1,0,0,0,0
Playful Shove,['R'],0,1,0,0,0,0
Plow Through,['G'],0,0,0,1,0,0
Plumecreed Escort,['U'],0,0,1,0,0,0
Plumecreed Mentor,"[U, W]",0,0,1,0,0,1
Plundering Pirate,['R'],0,1,0,0,0,0
Plunge into Winter,['W'],0,0,0,0,0,1
Poetic Ingenuity,['R'],0,1,0,0,0,0
Point the Way,['G'],0,0,0,1,0,0
Poised Practitioner,['W'],0,0,0,0,0,1
Poison Dart Frog,['G'],0,0,0,1,0,0
Poison the Waters,['B'],0,0,0,0,1,0
Pollen-Shield Hare  Hare Raising,['W'],0,0,0,0,0,1
Polliwallop,['G'],0,0,0,1,0,0
Polygraph Orb,['B'],0,0,0,0,1,0
Pompous Gadabout,['G'],0,0,0,1,0,0
Pond Prophet,"[G, U]",0,0,1,1,0,0
Popular Egotist,['B'],0,0,0,0,1,0
Portent of Calamity,['U'],0,0,1,0,0,0
Possessed Goat,['W'],0,0,0,0,0,1
Possession Engine,['U'],0,0,1,0,0,0
Possibility Technician,['R'],0,1,0,0,0,0
Pothole Mole,['G'],0,0,0,1,0,0
Prairie Dog,['W'],0,0,0,0,0,1
Prayer of Binding,['W'],0,0,0,0,0,1
Preacher of the Schism,['B'],0,0,0,0,1,0
Predator Ooze,['G'],0,0,0,1,0,0
Preposterous Proportions,['G'],0,0,0,1,0,0
Presumed Dead,['B'],0,0,0,0,1,0
Prickly Pair,['R'],0,1,0,0,0,0
Prideful Parent,['W'],0,0,0,0,0,1
Pride of the Road,['W'],0,0,0,0,0,1
Primal Might,['G'],0,0,0,1,0,0
Prime Speaker Zegana,"[G, U]",0,0,1,1,0,0
Primeval Bounty,['G'],0,0,0,1,0,0
Primordial Gnawer,['B'],0,0,0,0,1,0
Prishes Wanderings,['G'],0,0,0,1,0,0
Prison Break,['B'],0,0,0,0,1,0
Private Eye,"[U, W]",0,0,1,0,0,1
Professional Wrestler,['G'],0,0,0,1,0,0
Profts Eidetic Memory,['U'],0,0,1,0,0,0
Progenitus,"[B, G, R, U, W]",0,1,1,1,1,1
Projektor Inspector,['U'],0,0,1,0,0,0
Promising Vein,['Colorless'],1,0,0,0,0,0
Prompto Argentum,['R'],0,1,0,0,0,0
Prophetic Prism,['Colorless'],1,0,0,0,0,0
Prosperity Tycoon,['W'],0,0,0,0,0,1
Protective Parents,['W'],0,0,0,0,0,1
Provisions Merchant,['G'],0,0,0,1,0,0
Prowcatcher Specialist,['R'],0,1,0,0,0,0
Prowler Clawed Thief,"[B, U]",0,0,1,0,1,0
Psychic Whorl,['B'],0,0,0,0,1,0
Public Thoroughfare,['Colorless'],1,0,0,0,0,0
Pugnacious Hammerskull,['G'],0,0,0,1,0,0
Pull Through the Weft,['G'],0,0,0,1,0,0
Pulsar Squadron Ace,['W'],0,0,0,0,0,1
Pulse Tracker,['B'],0,0,0,0,1,0
Pumpkin Bombardment,"[B, R]",0,1,0,0,1,0
PuPu UFO,['Colorless'],1,0,0,0,0,0
Purging Stormbrood  Absorb Essence,['B'],0,0,0,0,1,0
Push  Pull,"[B, R, W]",0,1,0,0,1,1
Push the Limit,['R'],0,1,0,0,0,0
Pyrewood Gearhulk,"[G, R]",0,1,0,1,0,0
Pyroclasm,['R'],0,1,0,0,0,0
Pyromancers Goggles,['Colorless'],1,0,0,0,0,0
Pyrotechnic Performer,['R'],0,1,0,0,0,0
Qarsi Revenant,['B'],0,0,0,0,1,0
Qiqirn Merchant,['U'],0,0,1,0,0,0
Quag Feast,['B'],0,0,0,0,1,0
Quakestrider Ceratops,['G'],0,0,0,1,0,0
Quaketusk Boar,['R'],0,1,0,0,0,0
Quantum Riddler,['U'],0,0,1,0,0,0
Queen Brahne,['R'],0,1,0,0,0,0
Queens Bay Paladin,['B'],0,0,0,0,1,0
Questing Druid  Seek the Beast,['G'],0,0,0,1,0,0
Quick Draw,['R'],0,1,0,0,0,0
Quick-Draw Katana,['Colorless'],1,0,0,0,0,0
Quicksand Whirlpool,['W'],0,0,0,0,0,1
Quick Study,['U'],0,0,1,0,0,0
Quilled Charger,['R'],0,1,0,0,0,0
Quilled Greatwurm,['G'],0,0,0,1,0,0
Quina Qu Gourmet,['G'],0,0,0,1,0,0
Quintorius Kand,"[R, W]",0,1,0,0,0,1
Quistis Trepe,['U'],0,0,1,0,0,0
Qutrub Forayer,['B'],0,0,0,0,1,0
Rabanastre Royal City,['Colorless'],1,0,0,0,0,0
Rabbit Response,['W'],0,0,0,0,0,1
Rabid Bite,['G'],0,0,0,1,0,0
Rabid Gnaw,['R'],0,1,0,0,0,0
Raccoon Rallier,['R'],0,1,0,0,0,0
Racers Scoreboard,['Colorless'],1,0,0,0,0,0
Radiant Lotus,['Colorless'],1,0,0,0,0,0
Radiant Strike,['W'],0,0,0,0,0,1
Radioactive Spider,['G'],0,0,0,1,0,0
Ragged Playmate,['R'],0,1,0,0,0,0
Raging Battle Mouse,['R'],0,1,0,0,0,0
Raging Goblinoids,['R'],0,1,0,0,0,0
Raging Redcap,['R'],0,1,0,0,0,0
Ragnarok Divine Deliverance,"[B, G]",0,0,0,1,1,0
Ragost Deft Gastronaut,"[R, W]",0,1,0,0,0,1
Railway Brawler,['G'],0,0,0,1,0,0
Rainveil Rejuvenator,['G'],0,0,0,1,0,0
Raise the Past,['W'],0,0,0,0,0,1
Rakdos Guildgate,['Colorless'],1,0,0,0,0,0
Rakdos Joins Up,"[B, R]",0,1,0,0,1,0
Rakdos Patron of Chaos,"[B, R]",0,1,0,0,1,0
Rakdos the Muscle,"[B, R]",0,1,0,0,1,0
Rakish Crew,['B'],0,0,0,0,1,0
Rakish Scoundrel,"[B, G]",0,0,0,1,1,0
Rakshasas Bargain,"[B, G, U]",0,0,1,1,1,0
Ral Crackling Wit,"[R, U]",0,1,1,0,0,0
Rally the Monastery,['W'],0,0,0,0,0,1
Rambling Possum,['G'],0,0,0,1,0,0
Ramos Dragon Engine,['Colorless'],1,0,0,0,0,0
Rampaging Baloths,['G'],0,0,0,1,0,0
Rampaging Ceratops,['R'],0,1,0,0,0,0
Rampaging Soulrager,['R'],0,1,0,0,0,0
Rampaging Spiketail,['B'],0,0,0,0,1,0
Random Encounter,['R'],0,1,0,0,0,0
Rangers Aetherhive,"[G, U]",0,0,1,1,0,0
Rangers Refueler,['U'],0,0,1,0,0,0
Rankles Prank,['B'],0,0,0,0,1,0
Rapacious Dragon,['R'],0,1,0,0,0,0
Ratcatcher Trainee  Pest Problem,['R'],0,1,0,0,0,0
Rat Out,['B'],0,0,0,0,1,0
Rattleback Apothecary,['B'],0,0,0,0,1,0
Raubahn Bull of Ala Mhigo,['R'],0,1,0,0,0,0
Raucous Carnival,['Colorless'],1,0,0,0,0,0
Raucous Entertainer,['G'],0,0,0,1,0,0
Raucous Theater,['Colorless'],1,0,0,0,0,0
Raven of Fell Omens,['B'],0,0,0,0,1,0
Ravenous Amulet,['Colorless'],1,0,0,0,0,0
Ravenous Giant,['R'],0,1,0,0,0,0
Ravine Raider,['B'],0,0,0,0,1,0
Rayblade Trooper,['W'],0,0,0,0,0,1
Ray of Ruin,['B'],0,0,0,0,1,0
Razorkin Hordecaller,['R'],0,1,0,0,0,0
Razorkin Needlehead,['R'],0,1,0,0,0,0
Razortrap Gorge,['Colorless'],1,0,0,0,0,0
Razzle-Dazzler,['U'],0,0,1,0,0,0
Reach for the Sky,['G'],0,0,0,1,0,0
Reach the Horizon,['G'],0,0,0,1,0,0
Realm-Scorcher Hellkite,['R'],0,1,0,0,0,0
Reasonable Doubt,['U'],0,0,1,0,0,0
Reassembling Skeleton,['B'],0,0,0,0,1,0
Rebellious Strike,['W'],0,0,0,0,0,1
Reckless Detective,['R'],0,1,0,0,0,0
Reckless Lackey,['R'],0,1,0,0,0,0
Reckless Velocitaur,['R'],0,1,0,0,0,0
Reclamation Sage,['G'],0,0,0,1,0,0
Redcap Gutter-Dweller,['R'],0,1,0,0,0,0
Redcap Thief,['R'],0,1,0,0,0,0
Red Herring,['R'],0,1,0,0,0,0
Rediscover the Way,"[R, U, W]",0,1,1,0,0,1
Red Mages Rapier,['R'],0,1,0,0,0,0
Redrock Sentinel,['Colorless'],1,0,0,0,0,0
Redshift Rocketeer Chief,"[G, R]",0,1,0,1,0,0
Red Tiger Mechan,['R'],0,1,0,0,0,0
Redtooth Genealogist,['G'],0,0,0,1,0,0
Redtooth Vanguard,['G'],0,0,0,1,0,0
Reef Roads,['Colorless'],1,0,0,0,0,0
Reenact the Crime,['U'],0,0,1,0,0,0
Refute,['U'],0,0,1,0,0,0
Regal Bunnicorn,['W'],0,0,0,0,0,1
Regal Caracal,['W'],0,0,0,0,0,1
Regal Imperiosaur,['G'],0,0,0,1,0,0
Reigning Victor,"[B, R, W]",0,1,0,0,1,1
Release the Dogs,['W'],0,0,0,0,0,1
Relentless X-ATM092,['Colorless'],1,0,0,0,0,0
Relics Roar,['U'],0,0,1,0,0,0
Relive the Past,"[G, W]",0,0,0,1,0,1
Relms Sketching,['U'],0,0,1,0,0,0
Reluctant Role Model,['W'],0,0,0,0,0,1
Remnant Elemental,['R'],0,1,0,0,0,0
Reno and Rude,['B'],0,0,0,0,1,0
Rent Is Due,['W'],0,0,0,0,0,1
Repeat Offender,['B'],0,0,0,0,1,0
Repel Calamity,['W'],0,0,0,0,0,1
Reptilian Recruiter,['R'],0,1,0,0,0,0
Repulsive Mutation,"[G, U]",0,0,1,1,0,0
Repurposing Bay,['U'],0,0,1,0,0,0
Reputable Merchant,"[B, G, W]",0,0,0,1,1,1
Requiem Monolith,['B'],0,0,0,0,1,0
Requisition Raid,['W'],0,0,0,0,0,1
Reroute Systems,['W'],0,0,0,0,0,1
Rescue Leopard,['R'],0,1,0,0,0,0
Rescue Skiff,['W'],0,0,0,0,0,1
Resentful Revelation,['B'],0,0,0,0,1,0
Resilient Roadrunner,['R'],0,1,0,0,0,0
Resolute Reinforcements,['W'],0,0,0,0,0,1
Resplendent Angel,['W'],0,0,0,0,0,1
Rest in Peace,['W'],0,0,0,0,0,1
Restless Anchorage,['Colorless'],1,0,0,0,0,0
Restless Bivouac,['Colorless'],1,0,0,0,0,0
Restless Cottage,['Colorless'],1,0,0,0,0,0
Restless Fortress,['Colorless'],1,0,0,0,0,0
Restless Prairie,['Colorless'],1,0,0,0,0,0
Restless Reef,['Colorless'],1,0,0,0,0,0
Restless Ridgeline,['Colorless'],1,0,0,0,0,0
Restless Spire,['Colorless'],1,0,0,0,0,0
Restless Vents,['Colorless'],1,0,0,0,0,0
Restless Vinestalk,['Colorless'],1,0,0,0,0,0
Restoration Magic,['W'],0,0,0,0,0,1
Restricted Office  Lecture Hall,"[U, W]",0,0,1,0,0,1
Resurrected Cultist,['B'],0,0,0,0,1,0
Retrieve the Esper,['U'],0,0,1,0,0,0
Return from the Wilds,['G'],0,0,0,1,0,0
Return the Favor,['R'],0,1,0,0,0,0
Return Triumphant,['W'],0,0,0,0,0,1
Revenge of the Rats,['B'],0,0,0,0,1,0
Reverberating Summons,['R'],0,1,0,0,0,0
Revival of the Ancestors,"[B, G, W]",0,0,0,1,1,1
Rhino Barreling Brute,"[G, R]",0,1,0,1,0,0
Rhinos Rampage,"[G, R]",0,1,0,1,0,0
Rictus Robber,['B'],0,0,0,0,1,0
Rides End,['W'],0,0,0,0,0,1
Ride the Shoopuf,['G'],0,0,0,1,0,0
Riftburst Hellion,"[G, R]",0,1,0,1,0,0
Rig for War,['R'],0,1,0,0,0,0
Riku of Many Paths,"[G, R, U]",0,1,1,1,0,0
Riling Dawnbreaker  Signaling Roar,['W'],0,0,0,0,0,1
Rimefur Reindeer,['W'],0,0,0,0,0,1
Ringing Strike Mastery,['U'],0,0,1,0,0,0
Ring of the Lucii,['Colorless'],1,0,0,0,0,0
Rinoa Heartilly,"[G, W]",0,0,0,1,0,1
Ripchain Razorkin,['R'],0,1,0,0,0,0
Ripclaw Wrangler,['B'],0,0,0,0,1,0
Rip Spawn Hunter,"[G, W]",0,0,0,1,0,1
Riptide Gearhulk,"[U, W]",0,0,1,0,0,1
Rise from the Wreck,['G'],0,0,0,1,0,0
Risen Necroregent,['B'],0,0,0,0,1,0
Rise of the Dark Realms,['B'],0,0,0,0,1,0
Rise of the Varmints,['G'],0,0,0,1,0,0
Risky Research,['B'],0,0,0,0,1,0
Risky Shortcut,['B'],0,0,0,0,1,0
Rite of Renewal,['G'],0,0,0,1,0,0
Rite of Replication,['U'],0,0,1,0,0,0
Rite of the Dragoncaller,['R'],0,1,0,0,0,0
Rite of the Moth,"[B, W]",0,0,0,0,1,1
Riverchurn Monument,['U'],0,0,1,0,0,0
River Herald Guide,['G'],0,0,0,1,0,0
River Herald Scout,['U'],0,0,1,0,0,0
Riverpyre Verge,['Colorless'],1,0,0,0,0,0
Rivers Rebuke,['U'],0,0,1,0,0,0
Riverwalk Technique,['U'],0,0,1,0,0,0
Riverwheel Sweep,"[R, U, W]",0,1,1,0,0,1
Road Rage,['R'],0,1,0,0,0,0
Roadside Assistance,['W'],0,0,0,0,0,1
Roadside Blowout,['U'],0,0,1,0,0,0
Roamers Routine,['G'],0,0,0,1,0,0
Roaming Throne,['Colorless'],1,0,0,0,0,0
Roaring Furnace  Steaming Sauna,"[R, U]",0,1,1,0,0,0
Roar of Endless Song,"[G, R, U]",0,1,1,1,0,0
Robotics Mastery,['U'],0,0,1,0,0,0
Rocketeer Boostbuggy,"[G, R]",0,1,0,1,0,0
Rocket-Powered Goblin Glider,['Colorless'],1,0,0,0,0,0
Rockface Village,['Colorless'],1,0,0,0,0,0
Rocky Roads,['Colorless'],1,0,0,0,0,0
Rodeo Pyromancers,['R'],0,1,0,0,0,0
Rogues Passage,['Colorless'],1,0,0,0,0,0
Roiling Dragonstorm,['U'],0,0,1,0,0,0
Romantic Rendezvous,['R'],0,1,0,0,0,0
Rooftop Assassin,['B'],0,0,0,0,1,0
Rook Turret,['U'],0,0,1,0,0,0
Rootrider Faun,['G'],0,0,0,1,0,0
Rootwise Survivor,['G'],0,0,0,1,0,0
Rope,['G'],0,0,0,1,0,0
Rosa Resolute White Mage,['W'],0,0,0,0,0,1
Rot-Curse Rakshasa,['B'],0,0,0,0,1,0
Rot Farm Mortipede,['B'],0,0,0,0,1,0
Rotisserie Elemental,['R'],0,1,0,0,0,0
Rottenmouth Viper,['B'],0,0,0,0,1,0
Roughshod Duo,['R'],0,1,0,0,0,0
Rover Blades,['Colorless'],1,0,0,0,0,0
Roving Actuator,['R'],0,1,0,0,0,0
Rowan Scion of War,"[B, R]",0,1,0,0,1,0
Rowans Grim Search,['B'],0,0,0,0,1,0
Rowdy Research,['U'],0,0,1,0,0,0
Roxanne Starfall Savant,"[G, R]",0,1,0,1,0,0
Royal Treatment,['G'],0,0,0,1,0,0
Rubblebelt Braggart,['R'],0,1,0,0,0,0
Rubblebelt Maverick,['G'],0,0,0,1,0,0
Ruby Daring Tracker,"[G, R]",0,1,0,1,0,0
Rufus Shinra,"[B, W]",0,0,0,0,1,1
Rugged Highlands,['Colorless'],1,0,0,0,0,0
Ruin-Lurker Bat,['W'],0,0,0,0,0,1
Ruinous Rampage,['R'],0,1,0,0,0,0
Rumbling Rockslide,['R'],0,1,0,0,0,0
Runaway Boulder,['Colorless'],1,0,0,0,0,0
Run Away Together,['U'],0,0,1,0,0,0
Rune-Brand Juggler,"[B, R]",0,1,0,0,1,0
Runescale Stormbrood  Chilling Screech,['R'],0,1,0,0,0,0
Rune-Scarred Demon,['B'],0,0,0,0,1,0
Rune-Sealed Wall,['U'],0,0,1,0,0,0
Run Over,['G'],0,0,0,1,0,0
Rush of Dread,['B'],0,0,0,0,1,0
Rust Harvester,['R'],0,1,0,0,0,0
Rustler Rampage,['W'],0,0,0,0,0,1
Rust-Shield Rampager,['G'],0,0,0,1,0,0
Ruthless Lawbringer,"[B, W]",0,0,0,0,1,1
Ruthless Negotiation,['B'],0,0,0,0,1,0
Rydias Return,['G'],0,0,0,1,0,0
Rydia Summoner of Mist,"[G, R]",0,1,0,1,0,0
Sabotage Strategist,['U'],0,0,1,0,0,0
Sabotender,['R'],0,1,0,0,0,0
Sab-Sunen Luxa Embodied,"[G, U]",0,0,1,1,0,0
Sacred Foundry,['Colorless'],1,0,0,0,0,0
Sage of Days,['U'],0,0,1,0,0,0
Sage of the Fang,['G'],0,0,0,1,0,0
Sage of the Skies,['W'],0,0,0,0,0,1
Sages Nouliths,['U'],0,0,1,0,0,0
Sagu Pummeler,['G'],0,0,0,1,0,0
Sagu Wildling  Roost Seek,['G'],0,0,0,1,0,0
Sahagin,['U'],0,0,1,0,0,0
Saheelis Lattice  Mastercraft Raptor,['Colorless'],1,0,0,0,0,0
Saheeli the Suns Brilliance,"[R, U]",0,1,1,0,0,0
Salt Road Packbeast,['W'],0,0,0,0,0,1
Salt Road Skirmish,['B'],0,0,0,0,1,0
Salvation Engine,['W'],0,0,0,0,0,1
Salvation Swan,['W'],0,0,0,0,0,1
Samis Curiosity,['G'],0,0,0,1,0,0
Sami Ships Engineer,"[R, W]",0,1,0,0,0,1
Sami Wildcat Captain,"[R, W]",0,1,0,0,0,1
Sample Collector,['G'],0,0,0,1,0,0
Samurais Katana,['R'],0,1,0,0,0,0
Samut the Driving Force,"[G, R, W]",0,1,0,1,0,1
Sanctuary Wall,['W'],0,0,0,0,0,1
Sandman Shifting Scoundrel,['G'],0,0,0,1,0,0
Sandmans Quicksand,['B'],0,0,0,0,1,0
Sandskitter Outrider,['B'],0,0,0,0,1,0
Sandsteppe Citadel,['Colorless'],1,0,0,0,0,0
Sandstorm Salvager,['G'],0,0,0,1,0,0
Sandstorm Verge,['Colorless'],1,0,0,0,0,0
Sandworm,['R'],0,1,0,0,0,0
Sanguine Evangelist,['W'],0,0,0,0,0,1
Sanguine Indulgence,['B'],0,0,0,0,1,0
Sanguine Savior,"[B, W]",0,0,0,0,1,1
Sanguine Syphoner,['B'],0,0,0,0,1,0
Sanitation Automaton,['Colorless'],1,0,0,0,0,0
Sarkhan Dragon Ascendant,['R'],0,1,0,0,0,0
Sarkhans Resolve,['G'],0,0,0,1,0,0
Satoru the Infiltrator,"[B, U]",0,0,1,0,1,0
Savage Mansion,['Colorless'],1,0,0,0,0,0
Savage Ventmaw,"[G, R]",0,1,0,1,0,0
Savannah Lions,['W'],0,0,0,0,0,1
Savior of the Sleeping,['W'],0,0,0,0,0,1
Savior of the Small,['W'],0,0,0,0,0,1
Savor,['B'],0,0,0,0,1,0
Saw,['Colorless'],1,0,0,0,0,0
Sawblade Skinripper,"[B, R]",0,1,0,0,1,0
Say Its Name,['G'],0,0,0,1,0,0
Sazacaps Brew,['R'],0,1,0,0,0,0
Sazh Katzroy,['G'],0,0,0,1,0,0
Sazhs Chocobo,['G'],0,0,0,1,0,0
Scalding Viper  Steam Clean,['R'],0,1,0,0,0,0
Scales of Shale,['B'],0,0,0,0,1,0
Scalestorm Summoner,['R'],0,1,0,0,0,0
Scampering Surveyor,['Colorless'],1,0,0,0,0,0
Scarecrow Guide,['Colorless'],1,0,0,0,0,0
Scarlet Spider Ben Reilly,"[G, R]",0,1,0,1,0,0
Scarlet Spider Kaine,"[B, R]",0,1,0,0,1,0
Scavenger Regent  Exude Toxin,['B'],0,0,0,0,1,0
Scavengers Talent,['B'],0,0,0,0,1,0
Scavenging Ooze,['G'],0,0,0,1,0,0
Scene of the Crime,['Colorless'],1,0,0,0,0,0
School Daze,['U'],0,0,1,0,0,0
Scorching Dragonfire,['R'],0,1,0,0,0,0
Scorching Shot,['R'],0,1,0,0,0,0
Scorpion Seething Striker,['B'],0,0,0,0,1,0
Scorpion Sentinel,['U'],0,0,1,0,0,0
Scorpions Sting,['B'],0,0,0,0,1,0
Scoured Barrens,['Colorless'],1,0,0,0,0,0
Scour for Scrap,['U'],0,0,1,0,0,0
Scout for Survivors,['W'],0,0,0,0,0,1
Scout the City,['G'],0,0,0,1,0,0
Scrabbling Skullcrab,['U'],0,0,1,0,0,0
Scrap Compactor,['Colorless'],1,0,0,0,0,0
Scrapshooter,['G'],0,0,0,1,0,0
Scrawling Crawler,['Colorless'],1,0,0,0,0,0
Screaming Nemesis,['R'],0,1,0,0,0,0
Screaming Phantom,['B'],0,0,0,0,1,0
Scream Puff,['B'],0,0,0,0,1,0
Scrounge for Eternity,['B'],0,0,0,0,1,0
Scrounging Skyray,['U'],0,0,1,0,0,0
Scytheclaw Raptor,['R'],0,1,0,0,0,0
Seam Rip,['W'],0,0,0,0,0,1
Searslicer Goblin,['R'],0,1,0,0,0,0
Seasoned Consultant,['W'],0,0,0,0,0,1
Seasoned Warrenguard,['W'],0,0,0,0,0,1
Season of Gathering,['G'],0,0,0,1,0,0
Season of Loss,['B'],0,0,0,0,1,0
Season of the Bold,['R'],0,1,0,0,0,0
Season of the Burrow,['W'],0,0,0,0,0,1
Season of Weaving,['U'],0,0,1,0,0,0
Secluded Courtyard,['Colorless'],1,0,0,0,0,0
Secluded Starforge,['Colorless'],1,0,0,0,0,0
Secret Identity,['U'],0,0,1,0,0,0
Seedglaive Mentor,"[R, W]",0,1,0,0,0,1
Seedpod Squire,"[U, W]",0,0,1,0,0,1
Seedship Agrarian,['G'],0,0,0,1,0,0
Seedship Broodtender,"[B, G]",0,0,0,1,1,0
Seedship Impact,['G'],0,0,0,1,0,0
Seeker of Sunlight,['G'],0,0,0,1,0,0
Seekers Folly,['B'],0,0,0,0,1,0
Seifer Almasy,['R'],0,1,0,0,0,0
Seismic Monstrosaur,['R'],0,1,0,0,0,0
Seismic Rupture,['R'],0,1,0,0,0,0
Seized from Slumber,['W'],0,0,0,0,0,1
Seize Opportunity,['R'],0,1,0,0,0,0
Seize the Secrets,['U'],0,0,1,0,0,0
Seize the Spoils,['R'],0,1,0,0,0,0
Selesnya Guildgate,['Colorless'],1,0,0,0,0,0
Selfcraft Mechan,['U'],0,0,1,0,0,0
Self-Destruct,['R'],0,1,0,0,0,0
Selfless Police Captain,['W'],0,0,0,0,0,1
Self-Reflection,['U'],0,0,1,0,0,0
Selvala Eager Trailblazer,"[G, W]",0,0,0,1,0,1
Sentinel of Lost Lore,['G'],0,0,0,1,0,0
Sentinel of the Nameless City,['G'],0,0,0,1,0,0
Sephiroth Fabled SOLDIER  Sephiroth One-Winged Angel,['Colorless'],1,0,0,0,0,0
Sephiroth Planets Heir,"[B, U]",0,0,1,0,1,0
Sephiroths Intervention,['B'],0,0,0,0,1,0
Serah Farron  Crystallized Serah,['Colorless'],1,0,0,0,0,0
Seraphic Steed,"[G, W]",0,0,0,1,0,1
Serra Angel,['W'],0,0,0,0,0,1
Serra Redeemer,['W'],0,0,0,0,0,1
Servant of the Stinger,['B'],0,0,0,0,1,0
Severance Priest,"[B, G, W]",0,0,0,1,1,1
Seymour Flux,['B'],0,0,0,0,1,0
Shackle Slinger,['U'],0,0,1,0,0,0
Shadow of the Goblin,['R'],0,1,0,0,0,0
Shadowy Backstreet,['Colorless'],1,0,0,0,0,0
Shady Informant,"[B, R]",0,1,0,0,1,0
Shambling Cieth,['B'],0,0,0,0,1,0
Shantotto Tactician Magician,"[R, U]",0,1,1,0,0,0
Sharae of Numbing Depths,"[U, W]",0,0,1,0,0,1
Shardmages Rescue,['W'],0,0,0,0,0,1
Sharlayan Nation of Scholars,['Colorless'],1,0,0,0,0,0
Sharp-Eyed Rookie,['G'],0,0,0,1,0,0
Shattered Wings,['G'],0,0,0,1,0,0
Shatter the Oath,['B'],0,0,0,0,1,0
Shefet Archfiend,['B'],0,0,0,0,1,0
Sheltered by Ghosts,['W'],0,0,0,0,0,1
Shepherding Spirits,['W'],0,0,0,0,0,1
Shepherd of the Clouds,['W'],0,0,0,0,0,1
Sheriff of Safe Passage,['W'],0,0,0,0,0,1
Shifting Grift,['U'],0,0,1,0,0,0
Shiko Paragon of the Way,"[R, U, W]",0,1,1,0,0,1
Shinra Reinforcements,['B'],0,0,0,0,1,0
Shipwreck Dowser,['U'],0,0,1,0,0,0
Shipwreck Sentry,['U'],0,0,1,0,0,0
Shivan Dragon,['R'],0,1,0,0,0,0
Shock,['R'],0,1,0,0,0,0
Shock Brigade,['R'],0,1,0,0,0,0
Shocker Unshakable,['R'],0,1,0,0,0,0
Shocking Sharpshooter,['R'],0,1,0,0,0,0
Shoot the Sheriff,['B'],0,0,0,0,1,0
Shoreline Looter,['U'],0,0,1,0,0,0
Shore Up,['U'],0,0,1,0,0,0
Short Bow,['Colorless'],1,0,0,0,0,0
Shrewd Storyteller,"[G, W]",0,0,0,1,0,1
Shriek Treblemaker,"[B, R]",0,1,0,0,1,0
Shrike Force,['W'],0,0,0,0,0,1
Shrouded Shepherd  Cleave Shadows,['W'],0,0,0,0,0,1
Shroudstomper,"[B, W]",0,0,0,0,1,1
Sibsig Appraiser,['U'],0,0,1,0,0,0
Sidequest Card Collection  Magicked Card,['Colorless'],1,0,0,0,0,0
Sidequest Catch a Fish  Cooking Campsite,['Colorless'],1,0,0,0,0,0
Sidequest Hunt the Mark  Yiazmat Ultimate Mark,['Colorless'],1,0,0,0,0,0
Sidequest Play Blitzball  World Champion Celestial Weapon,['Colorless'],1,0,0,0,0,0
Sidequest Raise a Chocobo  Black Chocobo,['Colorless'],1,0,0,0,0,0
Sidisi Regent of the Mire,['B'],0,0,0,0,1,0
Silent Hallcreeper,['U'],0,0,1,0,0,0
