name,type_line,oracle_text,colors,cmc,rarity,set_name,released_at,power,toughness,keywords,image_uri
"Alquist Proft, Master Sleuth",Legendary Creature — Human Detective,"Vigilance
When Alquist Proft enters, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
{X}{W}{U}{U}, {T}, Sacrifice a Clue: You draw X cards and gain X life.","U,W",3.0,mythic,Murders at Karlov Manor,2024-02-09,3,3,"Investigate,Vigilance",https://cards.scryfall.io/normal/front/4/1/41129b44-4fa7-473b-b2b7-48c6a58be03c.jpg?1706242110
"Altanak, the Thrice-Called",Legendary Creature — Insect Beast,"Trample
Whenever Altanak becomes the target of a spell or ability an opponent controls, draw a card.
{1}{G}, Discard this card: Return target land card from your graveyard to the battlefield tapped.",G,7.0,uncommon,Duskmourn: House of Horror,2024-09-27,9,9,Trample,https://cards.scryfall.io/normal/front/8/0/807b0674-8eba-4204-b6b6-fa2b785a79e9.jpg?1726286473
Amalia Benavides Aguirre,Legendary Creature — Vampire Scout,"Ward—Pay 3 life.
Whenever you gain life, Amalia Benavides Aguirre explores. Then destroy all other creatures if its power is exactly 20. (To have this creature explore, reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)","B,W",2.0,rare,The Lost Caverns of Ixalan,2023-11-17,2,2,"Explore,Ward",https://cards.scryfall.io/normal/front/9/a/9acf80a5-f2ca-45b4-aca8-fbc690e35401.jpg?1724700069
Amazing Acrobatics,Instant,"Choose one or both —
• Counter target spell.
• Tap one or two target creatures.",U,3.0,common,Marvel's Spider-Man,2025-09-26,,,,https://cards.scryfall.io/normal/front/9/a/9a2f6d84-3d83-4f48-9906-11f681171930.jpg?1757376894
Ambling Stormshell,Creature — Turtle,"Ward {2}
Whenever this creature attacks, put three stun counters on it and draw three cards. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Whenever you cast a Turtle spell, untap this creature.",U,5.0,rare,Tarkir: Dragonstorm,2025-04-11,5,9,Ward,https://cards.scryfall.io/normal/front/c/7/c74d4a57-0f66-4965-9ed7-f88a08aa1d15.jpg?1743204109
Ambrosia Whiteheart,Legendary Creature — Bird,"Flash
When Ambrosia Whiteheart enters, you may return another permanent you control to its owner's hand.
Landfall — Whenever a land you control enters, Ambrosia Whiteheart gets +1/+0 until end of turn.",W,2.0,uncommon,Final Fantasy,2025-06-13,2,2,"Flash,Landfall",https://cards.scryfall.io/normal/front/f/2/f2596767-7d19-4110-86ed-3cfc93ac7483.jpg?1748705777
Ambush Gigapede,Creature — Insect,"Flash
When this creature enters, target creature an opponent controls gets -2/-2 until end of turn.",B,6.0,common,Outlaws of Thunder Junction,2024-04-19,6,2,Flash,https://cards.scryfall.io/normal/front/9/3/93b17d09-974a-4e33-b14d-5fe4230ab241.jpg?1712355541
Ambush Wolf,Creature — Wolf,"Flash (You may cast this spell any time you could cast an instant.)
When this creature enters, exile up to one target card from a graveyard.",G,3.0,common,Foundations,2024-11-15,4,2,Flash,https://cards.scryfall.io/normal/front/2/9/2903832c-318e-42ab-bf58-c682ec2f7afd.jpg?1730488959
Amonkhet Raceway,Land,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
{T}: Add {C}.
Max speed — {T}: Target creature gains haste until end of turn.",Colorless,0.0,uncommon,Aetherdrift,2025-02-14,,,"Max speed,Start your engines!",https://cards.scryfall.io/normal/front/4/f/4f312807-ea2a-4385-8774-4e23b4a5d4a6.jpg?1738356867
"Anafenza, Unyielding Lineage",Legendary Creature — Spirit Soldier,"Flash
First strike
Whenever another nontoken creature you control dies, Anafenza endures 2. (Put two +1/+1 counters on it or create a 2/2 white Spirit creature token.)",W,3.0,rare,Tarkir: Dragonstorm,2025-04-11,2,2,"First strike,Flash,Endure",https://cards.scryfall.io/normal/front/2/9/29957f49-9a6b-42f6-b2fb-b48f653ab725.jpg?1743203958
Analyze the Pollen,Sorcery,"As an additional cost to cast this spell, you may collect evidence 8. (Exile cards with total mana value 8 or greater from your graveyard.)
Search your library for a basic land card. If evidence was collected, instead search your library for a creature or land card. Reveal that card, put it into your hand, then shuffle.",G,1.0,rare,Murders at Karlov Manor,2024-02-09,,,Collect evidence,https://cards.scryfall.io/normal/front/5/5/5563967f-09fd-4ccf-8892-4dd0c2544c98.jpg?1706241940
Ancestor Dragon,Creature — Dragon,"Flying
Whenever one or more creatures you control attack, you gain 1 life for each attacking creature.",W,6.0,rare,Foundations,2024-11-15,5,6,Flying,https://cards.scryfall.io/normal/front/d/f/df43d9d4-3fef-4a56-8b38-d52824117201.jpg?1730490457
Ancestors' Aid,Instant,"Target creature gets +2/+0 and gains first strike until end of turn.
Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",R,2.0,common,The Lost Caverns of Ixalan,2023-11-17,,,Treasure,https://cards.scryfall.io/normal/front/e/9/e90d5b7d-e27d-42d6-ba7a-d4a6b0dd8549.jpg?1699044222
Ancestral Reminiscence,Sorcery,"Draw three cards, then discard a card.",U,4.0,common,The Lost Caverns of Ixalan,2023-11-17,,,,https://cards.scryfall.io/normal/front/6/2/625690d3-7131-45de-adea-9c927241e661.jpg?1699043525
Ancient Adamantoise,Creature — Turtle,"Vigilance, ward {3}
Damage isn't removed from this creature during cleanup steps.
All damage that would be dealt to you and other permanents you control is dealt to this creature instead.
When this creature dies, exile it and create ten tapped Treasure tokens.",G,8.0,mythic,Final Fantasy,2025-06-13,8,20,"Vigilance,Treasure,Ward",https://cards.scryfall.io/normal/front/4/c/4c139f30-5ecd-48fd-ae7c-ec2cc98889ff.jpg?1748706406
Ancient Cornucopia,Artifact,"Whenever you cast a spell that's one or more colors, you may gain 1 life for each of that spell's colors. Do this only once each turn.
{T}: Add one mana of any color.",G,3.0,mythic,The Big Score,2024-04-19,,,,https://cards.scryfall.io/normal/front/f/9/f977975d-0439-4731-b129-270cc4cdbb23.jpg?1739804204
Ancient Vendetta,Sorcery,"Choose a card name. Search target opponent's graveyard, hand, and library for up to four cards with that name and exile them. Then that player shuffles.",B,4.0,uncommon,Aetherdrift,2025-02-14,,,,https://cards.scryfall.io/normal/front/2/3/230301f2-f288-4b13-9f62-e649ad8357bb.jpg?1738356283
Angelic Destiny,Enchantment — Aura,"Enchant creature
Enchanted creature gets +4/+4, has flying and first strike, and is an Angel in addition to its other types.
When enchanted creature dies, return this card to its owner's hand.",W,4.0,mythic,Foundations,2024-11-15,,,Enchant,https://cards.scryfall.io/normal/front/0/6/066d73fa-369b-44a3-b1a9-d22176ac3566.jpg?1730490748
Angelic Edict,Sorcery,Exile target creature or enchantment.,W,5.0,common,Jumpstart,2020-07-17,,,,https://cards.scryfall.io/normal/front/f/1/f14ed7f7-83c4-425b-a2b7-5bd76558ce76.jpg?1600695922
Angel of Finality,Creature — Angel,"Flying
When this creature enters, exile target player's graveyard.",W,4.0,uncommon,Foundations,2024-11-15,3,4,Flying,https://cards.scryfall.io/normal/front/b/a/baaabd52-3aa9-4e2f-9369-d4db8b405ba8.jpg?1730489112
Angel of Vitality,Creature — Angel,"Flying
If you would gain life, you gain that much life plus 1 instead.
This creature gets +2/+2 as long as you have 25 or more life.",W,3.0,uncommon,Foundations,2024-11-15,2,2,Flying,https://cards.scryfall.io/normal/front/c/2/c279947e-168f-4af5-902b-aba724f52b8a.jpg?1730572728
Angry Rabble,Creature — Human Citizen,"Trample
Whenever you cast a spell with mana value 4 or greater, this creature deals 1 damage to each opponent.
{5}{R}: Put two +1/+1 counters on this creature. Activate only as a sorcery.",R,2.0,common,Marvel's Spider-Man,2025-09-26,2,2,Trample,https://cards.scryfall.io/normal/front/9/3/938730fa-496f-4871-80ec-3e9843ecb219.jpg?1757377232
"Anim Pakal, Thousandth Moon",Legendary Creature — Human Soldier,"Whenever you attack with one or more non-Gnome creatures, put a +1/+1 counter on Anim Pakal, then create X 1/1 colorless Gnome artifact creature tokens that are tapped and attacking, where X is the number of +1/+1 counters on Anim Pakal.","R,W",3.0,rare,The Lost Caverns of Ixalan,2023-11-17,1,2,,https://cards.scryfall.io/normal/front/8/6/868856b7-8875-43c1-8249-0f8fb2c8319b.jpg?1699044523
Ankle Biter,Creature — Snake,Deathtouch,G,1.0,common,Outlaws of Thunder Junction,2024-04-19,1,1,Deathtouch,https://cards.scryfall.io/normal/front/4/2/424972d6-3b2c-449b-b786-749a77020fa1.jpg?1712355878
"Annie Flash, the Veteran",Legendary Creature — Human Rogue,"Flash
When Annie Flash enters, if you cast it, return target permanent card with mana value 3 or less from your graveyard to the battlefield tapped.
Whenever Annie Flash becomes tapped, exile the top two cards of your library. You may play those cards this turn.","G,R,W",6.0,mythic,Outlaws of Thunder Junction,2024-04-19,4,5,Flash,https://cards.scryfall.io/normal/front/8/d/8d4af7c3-a70d-4f71-b27d-b268c4a0f81e.jpg?1712356036
Annie Joins Up,Legendary Enchantment,"When Annie Joins Up enters, it deals 5 damage to target creature or planeswalker an opponent controls.
If a triggered ability of a legendary creature you control triggers, that ability triggers an additional time.","G,R,W",4.0,rare,Outlaws of Thunder Junction,2024-04-19,,,,https://cards.scryfall.io/normal/front/1/6/1624a5f4-f5bc-47c9-85de-c5520ee234ce.jpg?1712356038
Annul,Instant,Counter target artifact or enchantment spell.,U,1.0,uncommon,Edge of Eternities,2025-08-01,,,,https://cards.scryfall.io/normal/front/4/f/4feeebea-aa55-4599-ab5a-4e41a54d0dfd.jpg?1752946732
An Offer You Can't Refuse,Instant,"Counter target noncreature spell. Its controller creates two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this token: Add one mana of any color."")",U,1.0,uncommon,Foundations,2024-11-15,,,Treasure,https://cards.scryfall.io/normal/front/a/8/a829747f-cf9b-4d81-ba66-9f0630ed4565.jpg?1730489199
Another Chance,Instant,"You may mill two cards. Then return up to two creature cards from your graveyard to your hand. (To mill two cards, put the top two cards of your library into your graveyard.)",B,3.0,common,The Lost Caverns of Ixalan,2023-11-17,,,Mill,https://cards.scryfall.io/normal/front/2/0/20d9eb9f-2fcc-49f0-99c1-bad748239466.jpg?1699044076
Another Round,Sorcery,"Exile any number of creatures you control, then return them to the battlefield under their owner's control. Then repeat this process X more times.",W,3.0,rare,Outlaws of Thunder Junction,2024-04-19,,,,https://cards.scryfall.io/normal/front/4/f/4f8dc511-e307-4412-bb79-375a6077312d.jpg?1712355226
Anthem of Champions,Enchantment,Creatures you control get +1/+1.,"G,W",2.0,rare,Foundations,2024-11-15,,,,https://cards.scryfall.io/normal/front/4/2/42fe3a40-9cbe-4235-86f9-32576aaebba8.jpg?1731652620
Anthropede,Creature — Insect,"Reach
When this creature enters, you may discard a card or pay {2}. When you do, destroy target Room.",G,4.0,common,Duskmourn: House of Horror,2024-09-27,3,4,Reach,https://cards.scryfall.io/normal/front/5/1/51216ab0-9806-4faa-afbd-143e95dc255b.jpg?1726286480
Anticausal Vestige,Creature — Eldrazi,"When this creature leaves the battlefield, draw a card, then you may put a permanent card with mana value less than or equal to the number of lands you control from your hand onto the battlefield tapped.
Warp {4} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",Colorless,6.0,rare,Edge of Eternities,2025-08-01,7,5,Warp,https://cards.scryfall.io/normal/front/3/5/35372b69-6086-44e0-9f7c-681e362e5142.jpg?1752946556
"Anti-Venom, Horrifying Healer",Legendary Creature — Symbiote Hero,"When Anti-Venom enters, if he was cast, return target creature card from your graveyard to the battlefield.
If damage would be dealt to Anti-Venom, prevent that damage and put that many +1/+1 counters on him.",W,5.0,mythic,Marvel's Spider-Man,2025-09-26,5,5,,https://cards.scryfall.io/normal/front/5/6/560384fe-7be0-4b93-a515-2fe687ab2492.jpg?1757376739
Anzrag's Rampage,Sorcery,"Destroy all artifacts you don't control, then exile the top X cards of your library, where X is the number of artifacts that were put into graveyards from the battlefield this turn. You may put a creature card exiled this way onto the battlefield. It gains haste. Return it to your hand at the beginning of the next end step.",R,5.0,rare,Murders at Karlov Manor,2024-02-09,,,,https://cards.scryfall.io/normal/front/9/d/9dc52b53-3e4f-4d7d-851f-86c6e0ac67b2.jpg?1706241798
"Anzrag, the Quake-Mole",Legendary Creature — Mole God,"Whenever Anzrag becomes blocked, untap each creature you control. After this phase, there is an additional combat phase.
{3}{R}{R}{G}{G}: Anzrag must be blocked each combat this turn if able.","G,R",4.0,mythic,Murders at Karlov Manor,2024-02-09,8,4,,https://cards.scryfall.io/normal/front/7/0/70e9d8b8-4b32-4414-b32f-1f47523239c5.jpg?1706242114
Apocalypse Runner,Artifact — Vehicle,"{T}: Target creature you control with power 2 or less gains lifelink until end of turn and can't be blocked this turn.
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)","B,R",4.0,uncommon,Aetherdrift,2025-02-14,6,5,Crew,https://cards.scryfall.io/normal/front/9/7/971286f5-77ea-4824-91de-f0ac88c46238.jpg?1738356571
Apothecary Stomper,Creature — Elephant,"Vigilance (Attacking doesn't cause this creature to tap.)
When this creature enters, choose one —
• Put two +1/+1 counters on target creature you control.
• You gain 4 life.",G,6.0,common,Foundations,2024-11-15,4,4,Vigilance,https://cards.scryfall.io/normal/front/6/8/680b7b0c-0e1b-46ce-9917-9fc6e05aa148.jpg?1730550979
Appendage Amalgam,Enchantment Creature — Horror,"Flash
Whenever this creature attacks, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",B,3.0,common,Duskmourn: House of Horror,2024-09-27,3,2,"Surveil,Flash",https://cards.scryfall.io/normal/front/d/1/d16b3cf3-7b85-4153-b25a-e6b5fce725cf.jpg?1726286159
Aquatic Alchemist // Bubble Up,Creature — Elemental // Sorcery — Adventure,,U,2.0,common,Wilds of Eldraine,2023-09-08,1,3,,https://cards.scryfall.io/normal/front/e/6/e6f03f21-aeb9-428b-9167-b2604919bdd8.jpg?1692936865
"Arabella, Abandoned Doll",Legendary Artifact Creature — Toy,"Whenever Arabella attacks, it deals X damage to each opponent and you gain X life, where X is the number of creatures you control with power 2 or less.","R,W",2.0,uncommon,Duskmourn: House of Horror,2024-09-27,1,3,,https://cards.scryfall.io/normal/front/f/6/f683d5a1-b8bf-446f-9fe3-88a4398bf3cf.jpg?1726286645
"Arachne, Psionic Weaver",Legendary Creature — Spider Human Hero,"Web-slinging {W} (You may cast this spell for {W} if you also return a tapped creature you control to its owner's hand.)
As Arachne enters, look at an opponent's hand, then choose a card type other than creature.
Spells of the chosen type cost {1} more to cast.",W,3.0,rare,Marvel's Spider-Man,2025-09-26,3,3,Web-slinging,https://cards.scryfall.io/normal/front/7/c/7c1f871a-bd85-402e-b474-1deb64c18a52.jpg?1758285227
"Arahbo, the First Fang",Legendary Creature — Cat Avatar,"Other Cats you control get +1/+1.
Whenever Arahbo or another nontoken Cat you control enters, create a 1/1 white Cat creature token.",W,3.0,rare,Foundations,2024-11-15,2,2,,https://cards.scryfall.io/normal/front/5/2/524a5d93-26ed-436d-a437-dc9460acce98.jpg?1730488593
"Araña, Heart of the Spider",Legendary Creature — Spider Human Hero,"Whenever you attack, put a +1/+1 counter on target attacking creature.
Whenever a modified creature you control deals combat damage to a player, exile the top card of your library. You may play that card this turn. (Equipment, Auras you control, and counters are modifications.)","R,W",3.0,rare,Marvel's Spider-Man,2025-09-26,3,3,,https://cards.scryfall.io/normal/front/b/0/b02bfa0e-f761-45e1-b35c-f44ff7c5d0e8.jpg?1757377611
